"Back matter","","","International Mathematics Research Notices","","2011","2011","1","1","2","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190039","","","","","","","","","","","","OUP","IEEE Conferences"
"On the Homotopy Type of Certain Cobordism Categories of Surfaces","G. Raptis","","International Mathematics Research Notices","","2014","2014","8","2037","2089","","","","10.1093/imrn/rns276","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190041","","","","","","","","","","","","OUP","IEEE Conferences"
"On the Average Exponent of Elliptic Curves Modulo p","T. Freiberg; P. Kurlberg","; ","International Mathematics Research Notices","","2014","2014","8","2265","2293","","","","10.1093/imrn/rns280","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190044","","","","","","","","","","","","OUP","IEEE Conferences"
"Commensurability and Representation Equivalent Arithmetic Lattices","C. Bhagwat; S. Pisolkar; C. S. Rajan","; ; ","International Mathematics Research Notices","","2014","2014","8","2017","2036","","","","10.1093/imrn/rns282","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190045","","","","","","","","","","","","OUP","IEEE Conferences"
"Counting Zeros of Harmonic Rational Functions and its Application to Gravitational Lensing","P. M. Bleher; Y. Homma; L. L. Ji; R. K. W. Roeder","; ; ; ","International Mathematics Research Notices","","2014","2014","8","2245","2264","","","","10.1093/imrn/rns284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190046","","","","","","","","","","","","OUP","IEEE Conferences"
"Positive Representations of Split Real Quantum Groups and Future Perspectives","I. B. Frenkel; I. C. H. Ip","; ","International Mathematics Research Notices","","2014","2014","8","2126","2164","","","","10.1093/imrn/rns288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190047","","","","","","","","","","","","OUP","IEEE Conferences"
"Stacks of Ramified Covers Under Diagonalizable Group Schemes","F. Tonini","","International Mathematics Research Notices","","2014","2014","8","2165","2244","","","","10.1093/imrn/rns293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190048","","","","","","","","","","","","OUP","IEEE Conferences"
"L<sup>4</sup>-Norms of the Dihedral Maass Forms","W. Luo","","International Mathematics Research Notices","","2014","2014","8","2294","2304","","","","10.1093/imrn/rns298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190049","","","","","","","","","","","","OUP","IEEE Conferences"
"Editorial Board","","","International Mathematics Research Notices","","2014","2014","8","NP","NP","","","","10.1093/imrn/rnt292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190050","","","","","","","","","","","","OUP","IEEE Conferences"
"Subscription Page","","","International Mathematics Research Notices","","2014","2014","8","NP","NP","","","","10.1093/imrn/rnt316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190051","","","","","","","","","","","","OUP","IEEE Conferences"
"Contents Page","","","International Mathematics Research Notices","","2014","2014","8","NP","NP","","","","10.1093/imrn/rnt340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190052","","","","","","","","","","","","OUP","IEEE Conferences"
"Front matter","","","International Mathematics Research Notices","","2014","2014","8","1","2","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190053","","","","","","","","","","","","OUP","IEEE Conferences"
"Contents","","","International Mathematics Research Notices","","2014","2014","8","1","1","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190054","","","","","","","","","","","","OUP","IEEE Conferences"
"Back matter","","","International Mathematics Research Notices","","2014","2014","8","1","2","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190055","","","","","","","","","","","","OUP","IEEE Conferences"
"[Front cover]","","","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","1","1","","","","10.1109/MIEL.2017.8190057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190057","","","CMOS logic circuits;integrated circuit design;integrated circuit testing;nanoelectronics;neural nets;radiation hardening (electronics);semiconductor device models","CMOS logic circuits;integrated circuit design;semiconductor device models;integrated circuit testing;radiation hardening;nanoelectronics;artificial neural networks;SET effects","","","","","","","","IEEE","IEEE Conferences"
"[Copyright notice]","","","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","1","1","","","","10.1109/MIEL.2017.8190058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190058","","","","","","","","","","","","IEEE","IEEE Conferences"
"Contents","","","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","v","x","","","","10.1109/MIEL.2017.8190059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190059","","","","","","","","","","","","IEEE","IEEE Conferences"
"Silicon nanodevices for intelligent communications","S. Oda","Quantum Nanoelectronics Research Center, Tokyo Institute of Technology, Ookayama, Meguro-ku, Tokyo 152-8552, Japan","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","3","6","","","","10.1109/MIEL.2017.8190060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190060","","Nanowires;Silicon;Transistors;Actuators;Switches;Germanium;Switching circuits","energy harvesting;sensors;silicon;text analysis","intelligent communications;silicon device technologies;silicon nanodevices;conventional text-based information communications","","","","","","","","IEEE","IEEE Conferences"
"Non-volatility by spin in modern nanoelectronics","V. Sverdlov; A. Makarov; J. Weinbub; S. Selberherr","Institute for Microelectronics, TU Wien; Institute for Microelectronics, TU Wien; Christian Doppler Laboratory for HP TCAD at the Institute for Microelectronics, TU Wien Gußhausstraße 27-29, 1040 Wien, Austria; Institute for Microelectronics, TU Wien","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","7","14","","","","10.1109/MIEL.2017.8190061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190061","","Magnetic tunneling;Logic gates;Nonvolatile memory;Computer architecture;Microelectronics;Metals;Switches","CMOS memory circuits;ferromagnetic materials;magnetic tunnelling;magnetoelectronics;magnetoresistance;MRAM devices;nanoelectronics","semiconductor devices;integrated circuits;energy efficient computations;spin transistors;spin injection;spin manipulation;magnetic tunnel junction;power-reducing approaches;magnetoresistance ratio;nonvolatile magnetoresistive memory;complementary metal-oxide-semiconductor technology;dynamic access memories;active power reduction;data processing capabilities;nonvolatile segment;intrinsic logic-in-memory architecture;CMOS;drain alignment;parallel-antiparallel source;metal ferromagnetic;electron spin propagation;active power penalty;power gating;static random access memories;spin relaxation;power consumption;nanoelectronics;temperature 293 K to 298 K","","","","","","","","IEEE","IEEE Conferences"
"Photovoltaics as macroelectronics applying nanostructures as nanoelectronics","M. Topič; M. Jošt; M. Sever; B. Lipovšek; J. Krč","Laboratory of Photovoltaics and Optoelectronics, Faculty of Electrical Engineering, University of Ljubljana, Tržaška 25, 1000 Ljubljana, Slovenia; Laboratory of Photovoltaics and Optoelectronics, Faculty of Electrical Engineering, University of Ljubljana, Tržaška 25, 1000 Ljubljana, Slovenia; Laboratory of Photovoltaics and Optoelectronics, Faculty of Electrical Engineering, University of Ljubljana, Tržaška 25, 1000 Ljubljana, Slovenia; Laboratory of Photovoltaics and Optoelectronics, Faculty of Electrical Engineering, University of Ljubljana, Tržaška 25, 1000 Ljubljana, Slovenia; Laboratory of Photovoltaics and Optoelectronics, Faculty of Electrical Engineering, University of Ljubljana, Tržaška 25, 1000 Ljubljana, Slovenia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","15","18","","","","10.1109/MIEL.2017.8190062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190062","","Photovoltaic cells;Optical scattering;Optical reflection;Photovoltaic systems;Lacquers;Substrates;Cameras","frequency-domain analysis;light scattering;nanoelectronics;nanofabrication;nanolithography;nanostructured materials;optimisation;solar cells;surface texture;ultraviolet lithography","nanotexture fabrication;PV applications;ultra-violet nanoimprint lithography;nanotextures;solar cells;UV-NIL texture fabrication;photovoltaics;macroelectronics;nanostructures;nanoelectronics;photovoltaic devices;large-area semiconductor devices;macroelectronic devices;conversion efficiency;optical performance;spatial frequency domain;camera based angular resolved scattering system;optical characterization","","","","","","","","IEEE","IEEE Conferences"
"Innovative bipolar-CMOS integration for RF communication circuits with low-cost high-performance horizontal current bipolar transistor (HCBT)","T. Suligoj; M. Koričić; J. Žilak","Micro- and Nano-electronics Laboratory, Faculty of Electrical Engineering and Computing, University of Zagreb, Unska 3, 10000 Zagreb, Croatia; Micro- and Nano-electronics Laboratory, Faculty of Electrical Engineering and Computing, University of Zagreb, Unska 3, 10000 Zagreb, Croatia; Micro- and Nano-electronics Laboratory, Faculty of Electrical Engineering and Computing, University of Zagreb, Unska 3, 10000 Zagreb, Croatia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","19","26","","","","10.1109/MIEL.2017.8190063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190063","","Stress;Silicon carbide;Standards;Integrated circuit reliability;Degradation;Hot carriers","BiCMOS integrated circuits;bipolar transistors;integrated circuit manufacture;lithography;microwave integrated circuits;microwave mixers;microwave oscillators;radiocommunication;semiconductor device reliability;semiconductor device testing;voltage-controlled oscillators","lithography masks;downconversion active mixer;bipolar-CMOS integration;static divide-by-2 divider;power consumption;voltage-controlled oscillator;HCBT technology;stress tests usage;HCBT reliability analysis;Horizontal Current Bipolar Transistor technology;RF communication circuits;fully-integrated RF circuit;power 39.0 mW;frequency 2.41 GHz;frequency 235.0 MHz;frequency 51.0 GHz;frequency 61.0 GHz;voltage 3.4 V","","1","","","","","","IEEE","IEEE Conferences"
"SiC power MOSFETs: The current status and the potential for future development","S. Dimitrijev","Griffith School of Engineering and Queensland Micro- and Nanotechnology Centre, Griffith University, Nathan, Qld. 4111, Australia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","29","34","","","","10.1109/MIEL.2017.8190064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190064","","Silicon carbide;Power dissipation;Resistance;Logic gates;Capacitance;Schottky diodes;Silicon","carrier mobility;power MOSFET;Schottky diodes;silicon compounds;wide band gap semiconductors","SiC Schottky diodes;fast MOSFETs;SiC power MOSFETs;trench MOSFET structure;low channel-carrier mobility;threshold-voltage drifts;SiC","","8","","","","","","IEEE","IEEE Conferences"
"An overview of the modeling and simulation of the single event transients at the circuit level","M. Andjelkovic; A. Ilic; Z. Stamenkovic; M. Krstic; R. Kraemer","IHP, Im Technologiepark 25, 15236 Frankfurt (Oder), Germany; IHP, Im Technologiepark 25, 15236 Frankfurt (Oder), Germany; IHP, Im Technologiepark 25, 15236 Frankfurt (Oder), Germany; IHP, Im Technologiepark 25, 15236 Frankfurt (Oder), Germany; IHP, Im Technologiepark 25, 15236 Frankfurt (Oder), Germany","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","35","44","","","","10.1109/MIEL.2017.8190065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190065","","Integrated circuit modeling;Analytical models;Semiconductor device modeling;Logic gates;Transistors;CMOS integrated circuits;Load modeling","CMOS integrated circuits;integrated circuit modelling;integrated circuit reliability;radiation hardening (electronics)","single event transients;nanoscale CMOS integrated circuits;SET effects;SET analysis;circuit-level modeling;logic-level modeling;accurate SET simulations;circuit-level simulations","","1","","","","","","IEEE","IEEE Conferences"
"Basic trends in electronic components product range development: Radiation hardness aspects","A. Nikiforov; D. V. Boychenko; V. Telets; A. Smolin; V. Elesin; A. Ulanova; L. Kessarinskiy","Institute of Extremal Applied Electronics of NRNU MEPhI, Moscow, Russia, and JSC “Specialized Electronic Systems” (SPELS), Moscow, Russia; Institute of Extremal Applied Electronics of NRNU MEPhI, Moscow, Russia, and JSC “Specialized Electronic Systems” (SPELS), Moscow, Russia; Institute of Extremal Applied Electronics of NRNU MEPhI, Moscow, Russia, and JSC “Specialized Electronic Systems” (SPELS), Moscow, Russia; Institute of Extremal Applied Electronics of NRNU MEPhI, Moscow, Russia, and JSC “Specialized Electronic Systems” (SPELS), Moscow, Russia; Institute of Extremal Applied Electronics of NRNU MEPhI, Moscow, Russia, and JSC “Specialized Electronic Systems” (SPELS), Moscow, Russia; Institute of Extremal Applied Electronics of NRNU MEPhI, Moscow, Russia, and JSC “Specialized Electronic Systems” (SPELS), Moscow, Russia; Institute of Extremal Applied Electronics of NRNU MEPhI, Moscow, Russia, and JSC “Specialized Electronic Systems” (SPELS), Moscow, Russia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","45","48","","","","10.1109/MIEL.2017.8190066","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190066","","Silicon germanium;Market research;CMOS technology;Heterojunction bipolar transistors;Microelectronics;Performance evaluation;Single event upsets","circuit CAD;electronics industry;hardness;integrated circuit design;radiation hardening (electronics)","electronic components product range development;radiation hardness aspects;electronic components intellectual capabilities growth;microelectronics implementation;functional groups;electronic parts;radiation hardness values","","1","","","","","","IEEE","IEEE Conferences"
"The scaling issues of subnanometer EOT gate dielectrics for the ultimate nano CMOS technology","J. Zhang; H. Wong; V. Filip","Department of Electronic Engineering, City University of Hong Kong, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong; Department of Electronic Engineering, City University of Hong Kong, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong; Faculty of Physics, University of Bucharest, 405 Atomistilor Str., Magurele 077125, P.O. Box MG-11, Romania","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","49","54","","","","10.1109/MIEL.2017.8190067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190067","","Annealing;Logic gates;Films;Dielectrics;Silicon;Thermal stability;Performance evaluation","circuit optimisation;CMOS integrated circuits;high-k dielectric thin films;nanoelectronics","advanced nanoCMOS technology;next-generation MOS devices;associated performance degradation;scaling limitations;high-k materials;subnanometer equivalent oxide thickness technology;subnanometer EOT gate dielectrics;high-k gate dielectrics;optimization schemes","","","","","","","","IEEE","IEEE Conferences"
"High sensitivity magnetic sensors compatible with bulk silicon and SOI IC technology","P. Igić; O. Kryvchenkova; S. Faramehr; S. Batcup; N. Janković","College of Engineering, Swansea University, Singleton Park, Swansea SA2 8PP, United Kingdom; College of Engineering, Swansea University, Singleton Park, Swansea SA2 8PP, United Kingdom; College of Engineering, Swansea University, Singleton Park, Swansea SA2 8PP, United Kingdom; College of Engineering, Swansea University, Singleton Park, Swansea SA2 8PP, United Kingdom; Department of Microelectronics, Faculty of Electronic Engineering, University of Niš, Aleksandra Medvedeva 14, 18000 Niš, Serbia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","55","59","","","","10.1109/MIEL.2017.8190068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190068","","Sensitivity;Magnetic sensors;Magnetic fields;Saturation magnetization;Silicon;Gallium nitride","elemental semiconductors;Hall effect devices;III-V semiconductors;magnetic sensors;MOSFET;silicon;silicon-on-insulator","conventional split drain silicon MagFETs;high sensitivity magnetic sensors;SOI IC technology;integrated n-type Hall plate;bulk silicon technology;split current magnetic sensitive HEMT;split drain current magnetic sensors;relative current magnetic sensitivity;lateral double-diffused magnetic sensitive MOSFET;dual-gate four-terminal magnetic sensor;integrated magnetic sensor performance;GaN;Si","","","","","","","","IEEE","IEEE Conferences"
"Nanoelectronic graphene devices","P. Hagouel; I. Karafyllidis","Optelec, 11 Chrysostomou Smyrnis Street, GR-54622 Thessaloniki, Greece; Department of Electrical and Computer Engineering, Democritus University of Thrace, 67100 Xanthi, Greece","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","63","66","","","","10.1109/MIEL.2017.8190069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190069","","Graphene;Logic gates;Junctions;Electric potential;Switches;Carbon","field effect transistors;graphene devices;Green's function methods;nanoelectronics;p-n junctions;tight-binding calculations","nanoelectronic graphene devices;graphene FET;graphene quantum-point contact;tight-binding Hamiltonians;nonequilibrium Green function method;potentially doped graphene p-n junction;C","","1","","","","","","IEEE","IEEE Conferences"
"Functional role of Ca<sup>2+</sup> currents within the stereocilia as bio-MEMS: A modeling study","D. Sekulic; M. Sataric; A. Joza","Department of Electronics, Faculty of Technical Sciences, University of Novi Sad, Trg Dositeja Obradovica 6, 21000 Novi Sad, Serbia; Department of Physics, Faculty of Technical Sciences, University of Novi Sad, Trg Dositeja Obradovica 6, 21000 Novi Sad, Serbia; Department of Electronics, Faculty of Technical Sciences, University of Novi Sad, Trg Dositeja Obradovica 6, 21000 Novi Sad, Serbia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","67","70","","","","10.1109/MIEL.2017.8190070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190070","","Ions;Hair;Mathematical model;Calcium;Biological system modeling;Sensors;Force","biochemistry;bioelectric phenomena;biomembrane transport;bioMEMS;calcium;ear;molecular biophysics;polymer electrolytes;proteins","stereocilia;hair cells;passive transduction systems;mechanical pulse;electrical signal;polyelectrolyte properties;actin filaments;bioMEMS;mechanoelectrical transduction;calcium ion currents;myosin motor protein interaction;mechanosensing organelles;mechanosensitivity;Ca2+","","","","","","","","IEEE","IEEE Conferences"
"Memristor state transition in reconfigurable microwave filter","I. Marković; M. Potrebić; D. Tošić","School of Electrical Engineering, University of Belgrade, Bulevar kralja Aleksandra 73, 11000 Belgrade, Serbia; School of Electrical Engineering, University of Belgrade, Bulevar kralja Aleksandra 73, 11000 Belgrade, Serbia; School of Electrical Engineering, University of Belgrade, Bulevar kralja Aleksandra 73, 11000 Belgrade, Serbia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","71","74","","","","10.1109/MIEL.2017.8190071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190071","","Memristors;Microwave filters;Band-pass filters;Microwave circuits;Programming;Integrated circuit modeling;Biological system modeling","memristor circuits;microwave circuits;microwave filters","microwave circuits;microwave filter;RF circuits;Biolek's model;memristor state transition","","","","","","","","IEEE","IEEE Conferences"
"Simulation of solo GaN IGBTs","S. Faramehr; P. Igić","Electronic Systems Design Centre (ESDC), College of Engineering, Swansea University, Bay Campus, Swansea SA1 8EN, United Kingdom; Electronic Systems Design Centre (ESDC), College of Engineering, Swansea University, Bay Campus, Swansea SA1 8EN, United Kingdom","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","75","78","","","","10.1109/MIEL.2017.8190072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190072","","Gallium nitride;Insulated gate bipolar transistors;Logic gates;HEMTs;MODFETs;Electric fields","gallium compounds;III-V semiconductors;insulated gate bipolar transistors;leakage currents;semiconductor device breakdown;semiconductor device models;wide band gap semiconductors","breakdown voltages;enhancement-mode;threshold voltage;punch-through gallium nitride insulated gate bipolar transistors;drift layer thicknesses;solo GaN IGBT;voltage 700.0 V;voltage 3.5 V;size 12.0 mum;size 17.0 mum;voltage 600.0 V","","","","","","","","IEEE","IEEE Conferences"
"A case study of C-V hysteresis instability in metal-high-k-oxide-silicon devices with ZrO<inf>2</inf>/Al<inf>2</inf>O<inf>3</inf>/Zr<inf>2</inf>O<inf>2</inf> stack as a charge trapping layer","A. Skeparovski; D. Spassov; A. Paskaleva; N. Novkovski","Institute of Physics, Faculty of Natural Science and Mathematics, “Ss. Cyril and Methodius” University, Arhimedova St. 3, Skopje 1000, Republic of Macedonia; Institute of Solid State Physics, Bulgarian Academy of Sciences, Tzarigradsko Chaussee 72, Sofia 1784, Bulgaria; Institute of Solid State Physics, Bulgarian Academy of Sciences, Tzarigradsko Chaussee 72, Sofia 1784, Bulgaria; Institute of Physics, Faculty of Natural Science and Mathematics, “Ss. Cyril and Methodius” University, Arhimedova St. 3, Skopje 1000, Republic of Macedonia","2017 IEEE 30th International Conference on Microelectronics (MIEL)","","2017","","","79","82","","","","10.1109/MIEL.2017.8190073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190073","","Capacitors;Logic gates;Stress;Voltage measurement;Hysteresis;Substrates;Silicon","alumina;electron traps;elemental semiconductors;hole traps;hysteresis;MOS capacitors;semiconductor device reliability;silicon;silicon compounds;zirconium compounds","electron injection;hole traps;C-V hysteresis instability;metal-high-k-oxide-silicon devices;charge trapping layer;electron traps;ZrO2-Al2O3-Zr2O2;Al-ZrO2-Al2O3-ZrO2-SiO2-Si","","","","","","","","IEEE","IEEE Conferences"
