"Unsupervised Feature Selection via Adaptive Multimeasure Fusion","R. Zhang; F. Nie; Y. Wang; X. Li","School of Computer Science and Center for Optical Imagery Analysis and Learning, Northwestern Polytechnical University, Xi’an, China; School of Computer Science and Center for Optical Imagery Analysis and Learning, Northwestern Polytechnical University, Xi’an, China; School of Computer Science and Technology, Shandong University, Qingdao, China; School of Computer Science and Center for Optical Imagery Analysis and Learning, Northwestern Polytechnical University, Xi’an, China","IEEE Transactions on Neural Networks and Learning Systems","","2019","30","9","2886","2892","","","","10.1109/TNNLS.2018.2884487","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599012","Adaptive multimeasure fusion;feature selection (FS);parameter-free similarity;steerable sparsity;unsupervised learning","Feature extraction;Sparse matrices;Q measurement;Learning systems;Dimensionality reduction;Computer science;Laplace equations","data reduction;feature extraction;feature selection;graph theory;pattern clustering;unsupervised learning","associated subspace representation;graph-based dimensionality reduction problem;SAMM-FS method;unsupervised feature selection;diverse representations;pairwise relations;unified similarity measure;data points;measure functions;self-adaptive multimeasure fusion problem;sparsity-inducing ℓ2,0 regularization","","3","","","01 January 2019","","","IEEE","IEEE Conferences"
"Corner-Stitching-Based Multilayer Obstacle-Avoiding Component-to-Component Rectilinear Minimum Spanning Tree Construction","Y. Su; S. Wang; W. Wu; M. P. Lin","Department of Electrical Engineering, Advanced Institute of Manufacturing with High-tech Innovations, National Chung Cheng University, Chiayi, Taiwan; Department of Electrical Engineering, Advanced Institute of Manufacturing with High-tech Innovations, National Chung Cheng University, Chiayi, Taiwan; Department of Electrical Engineering, Advanced Institute of Manufacturing with High-tech Innovations, National Chung Cheng University, Chiayi, Taiwan; College of Artificial Intelligence and Institute of Electronics, National Chiao Tung University (NCTU), Hsinchu, Taiwan","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","2020","39","3","675","685","","","","10.1109/TCAD.2018.2890531","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599013","Corner stitching;engineering change order (ECO);minimal spanning tree;minimum spanning tree (MST);multilayer;obstacle;physical design;rectilinear;routing","Routing;Shape;Data structures;Nonhomogeneous media;Connectors;Integrated circuits;Runtime","","","","","","","01 January 2019","","","IEEE","IEEE Conferences"
"Dynamic Psychological Game Theory for Secure Internet of Battlefield Things (IoBT) Systems","Y. Hu; A. Sanjab; W. Saad","Bradley Department of Electrical and Computer Engineering, Wireless@VT, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA; Bradley Department of Electrical and Computer Engineering, Wireless@VT, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA; Bradley Department of Electrical and Computer Engineering, Wireless@VT, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","IEEE Internet of Things Journal","","2019","6","2","3712","3726","","","","10.1109/JIOT.2018.2890431","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599014","Game theory;Internet of Things (IoT);psychological game;security","Psychology;Games;Security;Delays;Internet of Things;Game theory;Bayes methods","game theory;Internet of Things;jamming;learning (artificial intelligence);psychology","dynamic psychological game theory;soldier;time-critical mission;IoBT network;psychological self-confirming equilibrium;antijamming mechanism;secure Internet of Battlefield Things systems;soldier IoBT transmission link;attacker psychological behavior","","2","","","01 January 2019","","","IEEE","IEEE Conferences"
"IoT Enabled UAV: Network Architecture and Routing Algorithm","Q. Zhang; M. Jiang; Z. Feng; W. Li; W. Zhang; M. Pan","Key Laboratory of Universal Wireless Communications, Ministry of Education, School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Key Laboratory of Universal Wireless Communications, Ministry of Education, School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Key Laboratory of Universal Wireless Communications, Ministry of Education, School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Department of Electrical Engineering, Northern Illinois University, DeKalb, IL, USA; School of Electrical Engineering and Telecommunications, University of New South Wales, Sydney, NSW, Australia; Department of Electrical and Computer Engineering, University of Houston, Houston, TX, USA","IEEE Internet of Things Journal","","2019","6","2","3727","3742","","","","10.1109/JIOT.2018.2890428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599015","Internet of Things (IoT);network architecture;routing optimization;unmanned aerial vehicle (UAV)","Routing;Network architecture;Routing protocols;Internet of Things;Heuristic algorithms;Task analysis;Sensors","autonomous aerial vehicles;cooperative communication;Internet of Things;optimisation;quality of service;relay networks (telecommunication);telecommunication network routing;telecommunication network topology","low latency routing algorithm;layered architecture;IoT enabled UAV;unmanned aerial vehicles;relay technologies;effective coverage area;cooperative communication;UAV swarm network architecture;effective routing optimization;low latency service requirement;multiple relay nodes;IoT services","","15","","","01 January 2019","","","IEEE","IEEE Conferences"
"Tag Cardinality Estimation Using Expectation-Maximization in ALOHA-Based RFID Systems With Capture Effect and Detection Error","C. T. Nguyen; V. Nguyen; A. T. Pham","Department of Telecommunication Systems, School of Electronics and Telecommunications, Hanoi University of Science and Technology, Hanoi, Vietnam; Institute of Research and Development, Duy Tan University, Da Nang, Vietnam; Department of Computer Engineering, University of Aizu, Aizuwakamatsu, Japan","IEEE Wireless Communications Letters","","2019","8","2","636","639","","","","10.1109/LWC.2018.2890650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599016","RFID;Aloha;capture effect;detection error;EM algorithm;estimation","Radiofrequency identification;Fading channels;Protocols;Maximum likelihood estimation;Computational modeling;Convergence","access protocols;expectation-maximisation algorithm;radiofrequency identification","tag cardinality estimation;ALOHA-based RFID systems;capture effect;detection error;radio frequency identification technology;wireless fading environments;CE;efficient estimation method;accurate estimation method;expectation-maximization algorithm;standard Aloha-based protocol;Aloha frame size;tag identification process;identification efficiency;DE","","","","","01 January 2019","","","IEEE","IEEE Conferences"
"Investigating the Polarization of an Omnidirectional Patch Antenna: Polarization Change With Respect to Radiation Angle","M. E. Ermutlu; O. Amper; Y. Luz; K. K. Kiesi; M. S. Schirmacher; J. Schuler; P. S. Sistonen","Nokia Bell Labs, Espoo, Finland; Nokia Bell Labs, Espoo, Finland; Nokia Mobile Networks, Naperville, Illinois United States; Business Management, Nokia Mobile Networks, Espoo, Finland; PCTEL, Inc., Naperville, Illinois United States; Nokia Bell Labs, Arlington Heights, Illinois United States; Business Management, Nokia Mobile Networks, Espoo, Finland","IEEE Antennas and Propagation Magazine","","2019","61","1","64","71","","","","10.1109/MAP.2018.2883031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599017","","Patch antennas;Polarization;Antenna accessories;Antenna arrays;Omnidirectional antennas","antenna radiation patterns;microstrip antenna arrays","complex polarization ratio;omnidirectional patch antenna;polarization change;radiation angle;ultradense networks;polarization characteristics;radiating element;antenna pair;array theory","","","","","01 January 2019","","","IEEE","IEEE Conferences"
"IEEE Transactions on Fuzzy Systems","","","IEEE Transactions on Fuzzy Systems","","2019","27","1","C2","C2","","","","10.1109/TFUZZ.2018.2886593","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599018","","","","","","","","","","","","IEEE","IEEE Conferences"
"IEEE Transactions on Information Forensics and Security publication information","","","IEEE Transactions on Information Forensics and Security","","2019","14","1","C2","C2","","","","10.1109/TIFS.2018.2884666","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599019","","","","","","","","","","","","IEEE","IEEE Conferences"
"IEEE Journal of Selected Topics in Signal Processing: Special issue on Array Signal Processing for Angular Models in Massive MIMO Communications","","","IEEE Transactions on Information Forensics and Security","","2019","14","1","4","4","","","","10.1109/TIFS.2018.2884660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599020","","","","","","","","","","","","IEEE","IEEE Conferences"
"IEEE SOLID-STATE CIRCUITS LETTERS","","","IEEE Solid-State Circuits Letters","","2018","1","6","C2","C2","","","","10.1109/LSSC.2018.2881884","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599021","","","","","","","","","","","","IEEE","IEEE Conferences"
"Table of Contents","","","IEEE Transactions on Industrial Electronics","","2019","66","5","C1","3315","","","","10.1109/TIE.2018.2886084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599022","","","","","","","","","","","","IEEE","IEEE Conferences"
"Table of contents","","","IEEE Transactions on Information Forensics and Security","","2019","14","1","C1","1","","","","10.1109/TIFS.2018.2854618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599023","","","","","","","","","","","","IEEE","IEEE Conferences"
"Table of Contents","","","IEEE Transactions on Fuzzy Systems","","2019","27","1","C1","C4","","","","10.1109/TFUZZ.2018.2886592","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599024","","","","","","","","","","","","IEEE","IEEE Conferences"
"Information for Authors Submission Instructions for IEEE Transactions on Radiation and Plasma Medical Sciences (TRPMS)","","","IEEE Transactions on Radiation and Plasma Medical Sciences","","2019","3","1","C3","C3","","","","10.1109/TRPMS.2018.2888935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599025","","","","","","","","","","","","IEEE","IEEE Conferences"
"Affiliate Plan of the IEEE Nuclear and Plasma Sciences Society","","","IEEE Transactions on Radiation and Plasma Medical Sciences","","2019","3","1","C4","C4","","","","10.1109/TRPMS.2018.2888936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599026","","","","","","","","","","","","IEEE","IEEE Conferences"
"Photovoltaic Module and Submodule Level Power Electronics and Control","","","IEEE Transactions on Industrial Electronics","","2019","66","5","3856","3859","","","","10.1109/TIE.2018.2883187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599027","","Special issues and sections;Power electronics;Photovoltaic systems;Power grids;Inverters","invertors;maximum power point trackers;photovoltaic power systems;power electronics;power grids","circuit topologies;microinverters;distributed electronics;MPPT efficiency;persistent shading;partial shading;grid connected photovoltaic energy systems;submodule level power electronics;dc-dc power optimizers;PV power optimizers;single PV module;ac-module inverter;higher maximum power point tracking efficiency;distributed module-level converter architectures;PV system configurations;photovoltaic module;power 400.0 GW","","","","","","","","IEEE","IEEE Conferences"
"Wireless Power Transfer for Smart Industrial and Home Applications","","","IEEE Transactions on Industrial Electronics","","2019","66","5","3959","3962","","","","10.1109/TIE.2018.2884307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599028","","Special issues and sections;Smart homes;Internet of Things;Wireless power transfer;Remote monitoring;Information management;Control systems;Process control;Home automation;Industrial power systems","inductive power transmission;radiofrequency power transmission","wireless power transfer;smart home applications;WPT systems;smart industrial applications;smart household applications","","4","","","","","","IEEE","IEEE Conferences"
"Ageing of underground power cables: species migration from semi-conductive layers to the insulating layer","Q. Pelzer; L. Perrin; P. Notingher; X. Colin; M. Ben-Hassine; A. Resmond; L. Flandin","EDF R&D, Avenue des Renardieres, F-77250 Ecuelles, FRANCE; LEPMI, CNRS UMR 5279, Grenoble INP - Universite de Savoie - Universite J. Fourier, F-73000 Chambery, FRANCE; IES, CNRS UMR 5214, Universite de Montpellier, F-34095 Montpellier, FRANCE; PIMM, CNRS UMR 8006, Arts et Metier ParisTech, F-75013 Paris, FRANCE; EDF R&D, Avenue des Renardieres, F-77250 Ecuelles, FRANCE; EDF R&D, Avenue des Renardieres, F-77250 Ecuelles, FRANCE; LEPMI, CNRS UMR 5279, Grenoble INP - Universite de Savoie - Universite J. Fourier, F-73000 Chambery, FRANCE","2018 IEEE Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)","","2018","","","622","625","","","","10.1109/CEIDP.2018.8599029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599029","","Aging;Plastics;Cable insulation;Power cables;Polyethylene;Oxidation","ageing;differential scanning calorimetry;Fourier transform infrared spectroscopy;Fourier transform spectra;oxidation;polymers;power cable insulation;underground cables;XLPE insulation","accelerated thermal tests;stripped XLPE samples;mild oxidative degradation;ageing tests;extra carbonyl species;XLPE insulation;physical ageing;post-crosslinking;chemical ageing;Fourier Transform Infrared Spectroscopy;Differential Scanning Calorimetry;physico-chemical techniques;crosslinked polyethylene insulating layer;medium voltage underground cables;semiconductive layers;species migration;underground power cables;temperature 70.0 degC to 140.0 degC","","","","","","","","IEEE","IEEE Conferences"
"Front Cover","","","Journal of Systems Engineering and Electronics","","2018","29","6","c1","c1","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599032","","","","","","","","","","","","BIAI","IEEE Conferences"
"Inside front cover","","","Journal of Systems Engineering and Electronics","","2018","29","6","c2","c2","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599033","","System analysis and design;Aerospace electronics;Atmospheric modeling;Analytical models;Military aircraft","","","","","","","","","","BIAI","IEEE Conferences"
"Contents","","","Journal of Systems Engineering and Electronics","","2018","29","6","1","2","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599034","","Solid modeling;Unified modeling language;Analytical models;Predictive models;Adaptive systems;Adaptation models","","","","","","","","","","BIAI","IEEE Conferences"
"Computation of satellite clock-ephemeris augmentation parameters for dual-frequency multi-constellation satellite-based augmentation system","C. Jie; H. Zhigang; L. Rui","School of Electronic and Information Engineering, Beihang University, Beijing 100191, China; School of Electronic and Information Engineering, Beihang University, Beijing 100191, China; School of Electronic and Information Engineering, Beihang University, Beijing 100191, China","Journal of Systems Engineering and Electronics","","2018","29","6","1111","1123","","","","10.21629/JSEE.2018.06.01","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599035","dual-frequency multi-constellation (DFMC);satellite-based augmentation system (SBAS);orbit determination;integrity","Global navigation satellite system;Satellite broadcasting;Global Positioning System;Computational modeling;Satellites;Real-time systems;Atmospheric modeling","Global Positioning System","SBAS;service availability;satellite clock-ephemeris augmentation parameters;SCE prediction;SCE error;wide area augmentation system;SIS integrity;global positioning system;WAAS service area;dual-frequency multiconstellation satellite-based augmentation system;GNSS global navigation satellite system;continental United States;China;GLONASS;size 15.0 m","","1","","","","","","BIAI","IEEE Conferences"
