"Trajectory Tracking Control Performance Analysis of a Quadrotor in the Presence of External Disturbances","A. Bayrak; M. U. Demirezen; M. Ö. Efe","STM Defence Inc.; STM Defence Inc.; Hacettepe University","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","335","341","","","","10.1109/EECS.2018.00068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910021","trajectory tracking;external disturbances;quadrotor;PID;LQR;SMC","Mathematical model;Force;Rotors;PD control;Torque;Uncertainty;Propellers","aircraft control;attitude control;autonomous aerial vehicles;control system synthesis;helicopters;linear quadratic control;path planning;robust control;trajectory control;variable structure systems","Crayzflie 2.0 nanoquadrotor platform;matched external disturbances;squared trajectory;linearized quadrotor dynamics;robust performance;trajectory tracking control performance analysis;mathematical model;PD approaches;LQR controllers;SMC approaches","","","","","","","","IEEE","IEEE Conferences"
"Opportunistic Spectrum Access in Cognitive Radio for Tactical Network","M. Almasri; A. Assoum; A. Mansour; C. Osswald; C. Moy; D. Lejeune","LABSTICC, UMR 6285 CNRS ENSTA Bretagne; Faculté de Sciences Université Libanaise; LABSTICC, UMR 6285 CNRS ENSTA Bretagne; LABSTICC, UMR 6285 CNRS ENSTA Bretagne; CNRS, IETR - UMR 6164, Univ Rennes; LABSTICC, UMR 6285 CNRS ENSTA Bretagne","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","598","603","","","","10.1109/EECS.2018.00116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910022","Cognitive Radio;Learning Algorithms;Tactical Radio;Dynamic Spectrum Access;Opportunistic Spectrum Access;Decentralized network;Priority Access","Cognitive radio;Adaptation models;Dynamic spectrum access;Markov processes;Communication system security;Ad hoc networks","cognitive radio;learning (artificial intelligence);radio networks;radio spectrum management;telecommunication computing","MAB algorithms;CRN network;transmission priorities;reward loss;sub-optimal channels;cognitive radio;tactical network;opportunistic spectrum access;OSA;multiarmed bandit learning algorithms;parameter regret","","1","","","","","","IEEE","IEEE Conferences"
"On the Causality between Electricity Generation, Energy Consumption, Investment Patterns and CO2 Emissions in India","R. Rana; M. Sharma","National Institute of Technology Hamirpur; National Institute of Technology Hamirpur","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","71","75","","","","10.1109/EECS.2018.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910023","CO_2 emissions, energy consumption, electricity generation, domestic investments, foreign direct investment, causality testing","Mathematical model;Investment;Reactive power;Correlation;Energy consumption;Coal;Testing","causality;electric power generation;energy consumption;environmental economics;pollution control","FDI;India;electricity production;unidirectional causality;domestic investments;electricity generation;energy consumption;carbon dioxide;multivariate Modified Wald test","","","","","","","","IEEE","IEEE Conferences"
"Shortest Path Algorithm Based on Community Detection","H. Wang; X. Pan; F. Fu; X. Chen","Beihang University Beijing, China; Beihang University Beijing, China; Beihang University Beijing, China; Beihang University Beijing, China","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","361","365","","","","10.1109/EECS.2018.00073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910024","network theory;complex networks;shortest path problem;algorithm design and analysis;computational efficiency","Handheld computers;Reliability engineering;Systems engineering and theory;Conferences;Integrated circuits;Europe","computer networks;query processing;telecommunication network planning;telecommunication network routing","Dijkstra's algorithm;multiple shortest path queries;community detection","","","","","","","","IEEE","IEEE Conferences"
"Mathematical Model for 4 Serotypes of Dengue Virus with Vaccination","J. Lamwong; P. Pongsumpun","Nakhon Phanom University, Thailand; King Mongkut’s institute of Technology Ladkrabang, Thailand","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","152","159","","","","10.1109/EECS.2018.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910025","basic reproductive number, disease free steady state, endemic steady state, stability, Standard dynamical modeling method, dengue, next generation matrix","Sociology;Statistics;Mathematical model;Diseases;Viruses (medical);Analytical models;Numerical models","diseases;microorganisms","mathematical model;dengue virus;vaccination;SIR model;transmission cycle;mosquito populations;human populations;mosquito population;susceptible populations;infected populations;dynamical modeling method;basic reproductive number","","","","","","","","IEEE","IEEE Conferences"
"Author Index","","","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","611","615","","","","10.1109/EECS.2018.00119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910026","","","","","","","","","","","","IEEE","IEEE Conferences"
"Multiobjective Optimization of the Cantilever Type PEG with the Added Mass","V. Chebanenko; I. Zhilyaev; S. Shevtsov; A. Soloviev","Southern Scientific Center of Russian Academy of Science; Southern Scientific Center of Russian Academy of Science; Southern Scientific Center of Russian Academy of Science; Don State Technical University Rostov-on-Don, Russia","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","478","482","","","","10.1109/EECS.2018.00094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910027","Multiobjective optimization;Pareto-based;cantilever;PEG","Optimization;Mathematical model;Resistance;Electric potential;Piezoelectric materials;Strain;Numerical models","cantilevers;optimisation;piezoelectric devices","piezoelectric generators;multicriteria optimization method;cantilever type PEG;multiobjective optimization process;frequency 26.0 Hz","","","","","","","","IEEE","IEEE Conferences"
"Modeling the Radar Echoes by using the Textural Parameters and Autoregressive Process","O. Raaf; A. E. H. Adane","FEI U.S.T.H.B. Algeria, Algiers; FEI U.S.T.H.B. Algeria, Algiers","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","323","327","","","","10.1109/EECS.2018.00066","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910028","Radar echoes, Autoregressive, Modeling, Energy, Homogeneity","Radar imaging;Clouds;Reflectivity;Meteorological radar;Correlation;Surface treatment","atmospheric precipitation;atmospheric techniques;autoregressive processes;clouds;meteorological radar;radar imaging","cumuliform clouds;textural parameters;radar echo;radar images;weather radar;spatio-temporal analysis;Algeria;parasites echoes;autoregressive process","","","","","","","","IEEE","IEEE Conferences"
"A Practical Comparison on GIS Data of Two Data Mining Algorithms","D. Mihai; M. Mocanu","University of Craiova, Craiova, ROMANIA; University of Craiova, Craiova, ROMANIA","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","195","200","","","","10.1109/EECS.2018.00044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910029","Algorithms;Classification;K-nearest neighbor;Naïve Bayes;Weka","Data mining;Prediction algorithms;Training;Geographic information systems;Machine learning algorithms;Data models;Classification algorithms","Bayes methods;data mining;geographic information systems;nearest neighbour methods;pattern classification","data mining classification techniques;Weka tool;Geographic Information System;K-nearest neighbor algorithm;Naïve Bayes algorithm;GIS data;Cadastre;Dolj area;Romania;parcel plan","","","","","","","","IEEE","IEEE Conferences"
"Developing a Smart Pedestrian Network Big Data Platform for Municipal Organizations","G. Papageorgiou; C. Petrakis; A. Maimaris","EUC Research Center Nicosia, Cyprus; EUC Research Center Nicosia, Cyprus; EUC Research Center Nicosia, Cyprus","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","274","278","","","","10.1109/EECS.2018.00058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910030","Platform Strategies;Crowdsourcing;Big Data;Smart Cities;Intelligent Systems;Municipal Organizations","Big Data;Urban areas;Social networking (online);Organizations;Ecosystems;Sensors;Data privacy","application program interfaces;Big Data;crowdsourcing;data privacy;geographic information systems;pedestrians;security of data;social networking (online);town and country planning","digital economy;information system solutions;data sources;privacy;security;open access;digital ecosystem;municipal organizations;geographical information systems;sensor systems;social networks;municipality stakeholders;smart pedestrian network Big Data platform;SPN;application programming interfaces;API;crowdsourcing;urban environment","","","","","","","","IEEE","IEEE Conferences"
"A Prize Determination Approach for Crowdsourced Software Development","A. Sari; G. I. Alptekin","Galatasaray University Istanbul, Turkey; Galatasaray University Istanbul, Turkey","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","450","453","","","","10.1109/EECS.2018.00089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910031","Prize modeling;crowdsourced software development;award determination;software cost","Crowdsourcing;Software;Task analysis;Complexity theory;Estimation;Computer languages;Productivity","game theory;outsourcing;project management;software engineering","crowdsourced software development;in-house development;alternative software development approach;software engineering tasks;crowdsourcing platform;submitted solutions;revenue sharing models;well-known software effort estimation model;prize determination approach;CSD;game theory;TopCoder awarding mechanism","","","","","","","","IEEE","IEEE Conferences"
"Publisher's Information","","","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","616","616","","","","10.1109/EECS.2018.00120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910032","","","","","","","","","","","","IEEE","IEEE Conferences"
"A Fast Algorithm of Correlation Dimension Estimation for Nonlinear Time Series","Z. Fan; S. Dong; J. Chi; X. Zhuang; N. E. Mastorakis","Qingdao University; Qingdao University; Qingdao University; Qingdao University; English Language Technical University of Sofia","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","595","597","","","","10.1109/EECS.2018.00115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910033","Phase Space Reconstruction;Correlation Dimension;Fast Algorithm","Europe;Electrical engineering;Computer science","correlation methods;nearest neighbour methods;pattern classification;search problems;time series;trees (mathematics)","correlation dimension estimation;nonlinear time series;computation cost;traditional correlation dimension algorithm;real-time application;correlation dimension computation;signal sequence points;binary nearest neighbor matrix;high dimensional signal vector;low dimensional signal vector;logical operation;logical summation operation;difference-comparison operations;correlation integral","","","","","","","","IEEE","IEEE Conferences"
"Automatic Depth Estimation from Single 2D Image via Transfer Learning Approach","M. A. Shoukat; A. B. Sargano; Z. Habib; L. You","COMSATS University Islamabad, Lahore Campus; COMSATS University Islamabad, Lahore Campus; COMSATS University Islamabad, Lahore Campus; Bournemouth University, UK","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","589","594","","","","10.1109/EECS.2018.00114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910034","Depth estimation, 2D to 3D conversion, transfer learning, KNN-Framework","Feature extraction;Two dimensional displays;Estimation;Three-dimensional displays;Deep learning;Training;Task analysis","feature extraction;image classification;image colour analysis;image filtering;nearest neighbour methods","depth map;automatic depth estimation;single 2D image;pre-trained deep learning model;color images;semantically similar images;transfer learning approach;high-level features;classifier;k-nearest neighbor;cross bilateral filter","","","","","","","","IEEE","IEEE Conferences"
"Video Codec Applications Scheduling and Optimization Based on DAG and GGEN Algorithm","A. Salhi; F. Ghozzi; A. Fakhfakh; A. M. Kordon","LT2S-CRNS; LT2S-CRNS; LT2S-CRNS; UPMC-LIP6","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","236","241","","","","10.1109/EECS.2018.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910035","ME block;Video Codec;MPSoC;scheduling tasks;GGEN;DAG;ME block;Video Codec;MPSoC;scheduling tasks;GGEN;DAG","Task analysis;Video codecs;Scheduling;Streaming media;Processor scheduling;Adaptation models;Software","directed graphs;motion estimation;multiprocessing systems;processor scheduling;resource allocation;scheduling;system-on-chip;video codecs;video coding","SoC system;MPSoC system;multiprocessor system on chip system;many core platforms;scheduling policy;scheduling strategy;ME block application;graph-efficient scheduling;data video codec characteristics;H264 tasks;GGEN methods;DAG algorithm;H264 applications;GGEN algorithm;video codec applications scheduling","","","","","","","","IEEE","IEEE Conferences"
"Differential FVF Based Compact Rail-to-Rail Buffer Amplifier for LCD Column Drivers","E. Arslan","Marmara University Kadýkoy, Istanbul, Turkey","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","516","519","","","","10.1109/EECS.2018.00100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910036","Buffer amplifier;liquid crystal display;column driver;rail-to-rail operation;flipped voltage follower","Liquid crystal displays;Rail to rail amplifiers;Impedance;Transistors;Capacitance;Transient response;Inverters","buffer circuits;CMOS integrated circuits;driver circuits;invertors;liquid crystal displays;Monte Carlo methods;operational amplifiers","simple circuit structure;compact circuit structure;high performance buffer amplifier;Figure-of-Merit value;compact amplifier topology;differential FVF;LCD column drivers;differential flipped voltage follower;inverter based output stage;ultracompact rail-to-rail buffer amplifier;large size liquid crystal display column drivers;triple-well CMOS technology;Monte Carlomethod;voltage 3.3 V;capacitance 1.0 nF","","","","","","","","IEEE","IEEE Conferences"
"Blind Elimination of Electrical Artifacts Caused by the Electrosurgical Units (ESU) for ECG Signals","K. Bensafia; A. Mansour; S. Haddab","LAMPA, UMMTO, Tizi Ouzou, Algeria; LABSTICC, UMR6285 CNRS ENSTA Bretagne; LAMPA, UMMTO, Tizi Ouzou, Algeria","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","290","295","","","","10.1109/EECS.2018.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910037","ECG;Electrical Artifacts;Thin-SVD;Noise Reduction","Electrocardiography;Monitoring;Time-frequency analysis;Surgery;Wireless communication;Filtering;Bluetooth","blind source separation;electrocardiography;medical signal processing;patient monitoring;signal denoising;singular value decomposition;surgery","cumulated energy;blind elimination;T-SVD method;singular values decomposition method;refined decomposition method;noisy ECG signals;ECG signal monitoring;electrosurgical unit;operating room;electrocardiographic signals;electrical artifacts","","","","","","","","IEEE","IEEE Conferences"
"Threshold Filtering for Phoneme Pronunciation Signals Based on FrFT","Z. Fan; J. Yu; Z. Li; X. Zhuang; N. E. Mastorakis","Qingdao University Qingdao, China; Qingdao University Qingdao, China; Qingdao University Qingdao, China; Qingdao University Qingdao, China; English Language Technical University of Sofia Sofia, Bulgaria","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","118","122","","","","10.1109/EECS.2018.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910038","FrFT;Weighted Variance;Threshold Filtering;SNR","Europe;Electrical engineering;Computer science","computational complexity;filtering theory;Fourier transforms;inverse transforms;signal denoising;signal reconstruction;speech processing","weighted variance method;noisy phoneme signals;threshold filtering;phoneme pronunciation signals;fractional Fourier transform;inverse FrFT-domain;soft-hard threshold;signal reconstruction;computational complexity;noisy speech denoising algorithm","","","","","","","","IEEE","IEEE Conferences"
"Novel Protection System for Electrical Systems with Limited Short-Circuit Current","F. Grumm; M. Schumann; M. F. Meyer; A. Lücken; D. Schulz","Helmut-Schmidt-University/ University of the Bundeswehr Hamburg, Germany; Helmut-Schmidt-University/ University of the Bundeswehr Hamburg, Germany; Helmut-Schmidt-University/ University of the Bundeswehr Hamburg, Germany; SILVER ATENA Electronic Systems Engineering GmbH, Germany; Helmut-Schmidt-University/ University of the Bundeswehr Hamburg, Germany","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","27","32","","","","10.1109/EECS.2018.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910039","under voltage protection, short-circuit;sources with limited short-circuit capacity;islanded grids;micro grids;solid state power controller","Europe;Electrical engineering;Computer science","overvoltage protection;power control;short-circuit currents","solid-state power controllers;central control logic;protection system;electrical systems;short-circuit current capacity;voltage protection device;ac voltages","","","","","","","","IEEE","IEEE Conferences"
"Measurement Method for the Dynamic On-State Resistance of GaN Semiconductors","M. Šír; I. Feňo","Brno University of Technology, Czech Republic; Bel Power solutions GmbH","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","543","546","","","","10.1109/EECS.2018.00106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910040","GaN semiconductor, Novel RDSon Measurement method, Dynamic On state resistance, Dynamic RDSon","Resistance;Gallium nitride;Semiconductor device measurement;Switches;Transient analysis;Electrical resistance measurement;Clamps","","","","","","","","","","IEEE","IEEE Conferences"
"Violence Detection in Surveillance Videos with Deep Network Using Transfer Learning","A. Mumtaz; A. B. Sargano; Z. Habib","COMSATS University Islamabad, Lahore, Pakistan; COMSATS University Islamabad, Lahore, Pakistan; COMSATS University Islamabad, Lahore, Pakistan","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","558","563","","","","10.1109/EECS.2018.00109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910041","Violence Detection, Fight Recognition, Surveillance Videos, Deep CNN, GoogleNet, Transfer Learning","Sports;Task analysis;Motion pictures;Videos;Feature extraction;Training;Hidden Markov models","behavioural sciences computing;computer vision;feature extraction;image classification;image motion analysis;image representation;learning (artificial intelligence);object detection;video signal processing;video surveillance","violent sequences;discriminating features;abrupt camera motion;Hockey dataset;deep representation based approaches;image recognition;human action detection tasks;transfer learning;violent scenes detection;violent action recognition;violence detection;deep network;automated video surveillance systems;fight activity recognition;hand-crafted features detectors;deep representation based model","","","","","","","","IEEE","IEEE Conferences"
"SIM Card of the Next-Generation Wireless Networks: Security, Potential Vulnerabilities and Solutions","S. Chitroub; N. Zidouni; H. Aouadia; D. Blaid; R. Laouar","USTHB Algiers; USTHB Algiers; USTHB Algiers; USTHB Algiers; USTHB Algiers","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","502","509","","","","10.1109/EECS.2018.00098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910042","Embedded SIM;Mobile security;Trust management;M2M communication;Internet of Things;Nextgeneration Wireless networks","Europe;Conferences;Electrical engineering;Computer science","5G mobile communication;integrated circuits;next generation networks;smart phones;telecommunication security","next-generation wireless networks;eUICC;machine-to-machine communications;wireless systems;smartphones;SIM card change;mutual security mechanisms;embedded universal integrated circuit card;Internet of Things;5G network","","","","","","","","IEEE","IEEE Conferences"
"Development of an Intelligent Automated System for Dialogue and Decision-Making in Real Time","A. Tarasiev; E. Talancev; K. Aksyonov; U. Chiryshev; O. Aksyonova; I. Kalinin","Ural Federal University Named after the First President of Russia B. N. Yeltsin; Ural Federal University Named after the First President of Russia B. N. Yeltsin; Ural Federal University Named after the First President of Russia B. N. Yeltsin; Ural Federal University Named after the First President of Russia B. N. Yeltsin; Ural Federal University Named after the First President of Russia B. N. Yeltsin; LLC "UralInnovation","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","387","391","","","","10.1109/EECS.2018.00078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910043","Autnation, Multi-Agent, Design, Fevelopment, System, Decision-Making, Real-Time, Twin","Speech recognition;Emotion recognition;Servers;Information technology;Telephony;Real-time systems;Testing","decision making;speech recognition","intelligent automated system;automated robot;speech recognition systems;Russian language;dictionary model","","1","","","","","","IEEE","IEEE Conferences"
"Using Fractal Dimension to Evaluate Wind Gusts Long-Term Persistence","S. Harrouni","University of Science and Technology Houari Boumediene (USTHB)","2018 2nd European Conference on Electrical Engineering and Computer Science (EECS)","","2018","","","416","420","","","","10.1109/EECS.2018.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8910044","fractal dimension;rectangular covering method;wind gusts;correlation;long-term persistence","Fractals;Wind speed;Time series analysis;Time measurement;Estimation;Correlation","climatology;fractals;time series;wind;wind turbines","wind gusts long-term persistence;wind data persistence;climatological characteristics;wind turbines;fractal dimension;time series;long term correlation;daily wind gusts","","","","","","","","IEEE","IEEE Conferences"
