"A study of requirements change effects on incrementally delivered systems","M. Lindberg; P. Hsia; R. Bond","Dept. of Comput. Sci., Texas Univ., Arlington, TX, USA; Dept. of Comput. Sci., Texas Univ., Arlington, TX, USA; Dept. of Comput. Sci., Texas Univ., Arlington, TX, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","204","211","","","","10.1109/ICSM.1988.10163","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10163","","Software systems;Testing;Personnel;Bonding;Computer science;Programming profession;Software engineering;Cost function;Software quality;Quality management","software engineering","requirements change effects;incrementally delivered systems;development paradigm;specifications;altered programs;maintenance updates","","1","","","","","","IEEE","IEEE Conferences"
"Designing Ada software for maintainability","N. Mead; D. Ehrenfried; J. Rymer","; ; ","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","214","215","","","","10.1109/ICSM.1988.10164","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10164","","Software maintenance;Software design;Hardware;Computer bugs;Documentation;Costs;Application software;Software debugging;Software performance;Degradation","DP management;software engineering","software charge tracking;Ada software;maintainability;design documentation;project development methods;development environment;software maintenance;management policies","","","","","","","","IEEE","IEEE Conferences"
"Configuration management in a heterogeneous environment","D. Wright","GTE Commun. Syst. Corp., Phoenix, AZ, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","218","221","","","","10.1109/ICSM.1988.10165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10165","","Environmental management;ISDN;Microprogramming;Local area networks;Software development management;Personnel;Control systems;Programming;Computer architecture;Computer networks","programming environments;project support environments;software engineering","maintenance;heterogeneous environment;Networked Automated Versioning Environment;configuration management system;firmware development;integrated configuration management;CM designer functions;create;fetch;promote;unfetch;CM list;load building","","","","","","","","IEEE","IEEE Conferences"
"CLEMMA: the design of a practical configuration librarian","H. Rander; R. Campbell","Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA; Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","222","228","","","","10.1109/ICSM.1988.10166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10166","","Programming;Power system management;Software systems;History;Access control;Automation;Relational databases;Energy management;Technology management;Object oriented modeling","programming environments;project support environments;relational databases","CLEMMA;configuration librarian;configuration management system;large software systems;manipulation;representation;versions;derivation histories;software development;SAGA;Software Automation, Generation and Administration;relational database technology;extended relational model;object-oriented representation","","","","","","","","IEEE","IEEE Conferences"
"An advanced configuration management tool set","C. Horne; R. Saeger","IBM Corp., Rockville, MD, USA; IBM Corp., Rockville, MD, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","229","234","","","","10.1109/ICSM.1988.10167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10167","","Software engineering;Software tools;Automatic control;Software development management;Software quality;Databases;FAA;Innovation management;Process control;Application software","air-traffic control;project support environments;software tools","advanced configuration management tool set;US Federal Aviation;Advanced Automation System;multilayer program;air-traffic-control automation;integrated tool set;unified database;AAS configuration-management control","","","","","","","","IEEE","IEEE Conferences"
"Software maintenance: a profile of past empirical research","D. Hale; D. Haworth","Coll. of Bus. Adm., Texas Tech. Univ., Lubbock, TX, USA; Coll. of Bus. Adm., Texas Tech. Univ., Lubbock, TX, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","236","240","","","","10.1109/ICSM.1988.10168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10168","","Software maintenance;Abstracts;Management information systems;Programming profession;Information systems;Educational institutions;Keyword search;Databases;Statistics;Information management","software engineering","empirical research;software maintenance;Computer Database Abstracts;INSPEC;Computer and Control Abstracts","","5","","","","","","IEEE","IEEE Conferences"
"Classifying software maintenance","I. Lin; D. Gustafson","Comput. & Inf. Sci., Kansas State Univ., Manhattan, KS, USA; Comput. & Inf. Sci., Kansas State Univ., Manhattan, KS, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","241","247","","","","10.1109/ICSM.1988.10169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10169","","Software maintenance;Knowledge management;Software systems;Error correction;Logic;Application software;Costs;Data processing;Software performance;Manufacturing","classification;software engineering","classification;software maintenance;COBOL programs;commercial environments","","7","","","","","","IEEE","IEEE Conferences"
"On analytic maintenance process data at the global and the detailed levels: a case study","C. Chong Hok Yuen","Coll. Mil. R. de Saint-Jean, Saint-Jean-sur-Richelieu, Que., Canada","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","248","255","","","","10.1109/ICSM.1988.10170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10170","","Data analysis;Computer aided software engineering;Testing;Pattern analysis;Time series analysis;Software maintenance;Operating systems;Inspection;Polynomials;Educational institutions","operating systems (computers);software engineering","analytic maintenance process data;maintenance phase;large operating system;official release","","6","","","","","","IEEE","IEEE Conferences"
"A rule-based approach to the construction and evolution of business information systems","P. Layzell; P. Loucopoulos","Dept. of Comput., Univ. of Manchester, Inst. of Sci. & Technol., UK; Dept. of Comput., Univ. of Manchester, Inst. of Sci. & Technol., UK","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","258","264","","","","10.1109/ICSM.1988.10171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10171","","Information systems;Programming;Software maintenance;Costs;Information processing;Text analysis;Stability","management information systems;software engineering;systems analysis","rule-based approach;business information systems;software development;RUBRIC;data;procedure;business policy;operational procedure;visibility;system maintenance costs","","4","","","","","","IEEE","IEEE Conferences"
"Using program decomposition to guide modifications","J. Lyle; K. Gallagher","Dept. of Comput. Sci., Maryland Univ., Baltimore, MD, USA; Dept. of Comput. Sci., Maryland Univ., Baltimore, MD, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","265","269","","","","10.1109/ICSM.1988.10172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172","","Testing;Computer science;Guidelines;Surges;Couplings;Data analysis;Automatic control","program testing;software engineering","program decomposition;modifications;data-flow techniques;direct sum decomposition;guidelines;software maintainers;modification testing","","9","","","","","","IEEE","IEEE Conferences"
"An operational approach to corrective software maintenance","P. Jorgensen","Res. & Technol. Inst. of West Michigan, Grand Valley State Univ., Allendale, MI, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","270","276","","","","10.1109/ICSM.1988.10173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173","","Software maintenance;Programming;Error correction;Databases;Software systems;Software testing;System testing;Documentation;Life testing;Computer errors","relational databases;software engineering;software tools","corrective software maintenance;sequential behavior;visual hierarchy of functions;software development;entity-relationship model;operational model database","","1","","","","","","IEEE","IEEE Conferences"
"Production process modeling of software maintenance productivity","C. Kemerer","","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","282","","","","","10.1109/ICSM.1988.10176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10176","","Production;Software maintenance;Productivity;Software measurement;Data envelopment analysis;Data processing;Phase measurement;Software quality;Programming;Microeconomics","DP management;software engineering","banking;software maintenance productivity;quality;productivity;quality of labor;data envelopment analysis;microeconomic production process","","","","","","","","IEEE","IEEE Conferences"
"Risk Assessment Methodology for Software Supportability (RAMSS)","D. Peercy","","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","283","","","","","10.1109/ICSM.1988.10177","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177","","Risk management;Software maintenance;Software quality;Testing;Peer to peer computing;Procurement;Cost function;Software systems;Performance evaluation;Software standards","military computing;software engineering","Risk Assessment Methodology for Software Supportability;RAMSS;US Air Force;baseline database;evaluation metrics;regression models;productivity factors;historical maintenance database;supportability quality criteria;software maintenance application;version releases","","","","","","","","IEEE","IEEE Conferences"
"Maintaining FORTRAN software by enforcing abstract data types","K. Miller; L. Morell; W. Collins","Dept. of Comput. Sci., Coll. of William & Mary, Williamsburg, VA, USA; Dept. of Comput. Sci., Coll. of William & Mary, Williamsburg, VA, USA; Dept. of Comput. Sci., Coll. of William & Mary, Williamsburg, VA, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","286","291","","","","10.1109/ICSM.1988.10178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10178","","Software maintenance;Software libraries;Software design;Software reusability;Programming profession;Programming environments;User interfaces;Computer science;Educational institutions;Software reliability","data structures;program processors;software reliability;software reusability","FORTRAN software;abstract data types;data abstraction;software reliability;FORTRAN preprocessor;FAD;reusable software;declarations;subprogram invocations;maintenance strategy","","","","","","","","IEEE","IEEE Conferences"
"Software maintenance as an engineering discipline","R. Linger","IBM Corp., Bethesda, MD, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","292","297","","","","10.1109/ICSM.1988.10179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10179","","Software maintenance;Flowcharts;Standards development;Natural languages;Algebra","software engineering","software maintenance;engineering discipline;software engineering;unstructured programs;program design documentation;verifying programs;predictability;control;business needs","","5","","","","","","IEEE","IEEE Conferences"
"The introspection technique in maintenance metaprogramming","R. Cameron","Sch. of Comput. Sci., Simon Fraser Univ., Burnaby, BC, Canada","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","298","301","","","","10.1109/ICSM.1988.10180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10180","","Software maintenance;Software performance;Hybrid power systems;Application software;Manuals;Humans;Documentation;Writing;Domain specific languages;Computer languages","software engineering;software tools","introspection technique;maintenance metaprogramming;data-driven software;table-driven parsers;program source code;hybrid cross;introspection technique","","","","","","","","IEEE","IEEE Conferences"
"SOFTM: a software maintenance expert system in Prolog","L. Pau; J. Negret","Tech. Univ. of Denmark, Lyngby, Denmark; ","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","306","311","","","","10.1109/ICSM.1988.10181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181","","Software maintenance;Expert systems;Application software;Knowledge based systems;Programming profession;Documentation;Error correction codes;Computer languages;Operating systems;Pattern classification","expert systems;report generators;software engineering;software tools","software maintenance expert system;knowledge-based system;SOFTM;software programmer;application code maintenance;software correction documentation;end user;observed errors;application code versions;Prolog II;code descriptors;ATN network-based code description;diagnostic inference procedure;context-based pattern classification;maintenance log report generators","","","","","","","","IEEE","IEEE Conferences"
"PAT: a knowledge-based program analysis tool","M. Harandi; J. Ning","Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA; Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","312","318","","","","10.1109/ICSM.1988.10182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10182","","Debugging;Humans;Programming profession;Computer bugs;Pattern recognition;Computer science;Software engineering;Pain;Pattern analysis;Inspection","expert systems;program debugging;program diagnostics;software tools","PAT;knowledge-based program analysis tool;program understanding;debugging activities;human-expert-level assistance;debugging heuristics;program plans;expert knowledge;paraphrases","","14","","","","","","IEEE","IEEE Conferences"
"A knowledge-based system for software maintenance","F. Calliss; M. Khalil; M. Munro; M. Ward","Center for Software Maintenance, Durham Univ., UK; Center for Software Maintenance, Durham Univ., UK; Center for Software Maintenance, Durham Univ., UK; Center for Software Maintenance, Durham Univ., UK","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","319","324","","","","10.1109/ICSM.1988.10183","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10183","","Knowledge based systems;Software maintenance;Programming profession;Documentation;Computer bugs;Software tools;Performance analysis;Investments;Time sharing computer systems;Hardware","expert systems;software engineering;software tools","code analysis;knowledge-based system;software maintenance;modification","","4","","","","","","IEEE","IEEE Conferences"
"Logiscope: a tool for maintenance","J. Meekel; M. Viala","Verilog USA, Alexandria, VA, USA; ","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","328","334","","","","10.1109/ICSM.1988.10184","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10184","","Software maintenance;Automatic control;Hardware design languages;Visualization;Graphics;Automatic testing;Logic;Documentation;Costs;Rivers","program diagnostics;software engineering;software tools","maintenance;Logiscope;automated source-code analyzer;complexity analysis;test coverage analysis;internal logic structure;structural relationships;modules;visibility;control;cost-effective maintenance","","2","","","","","","IEEE","IEEE Conferences"
"Data flow analysis and its application to software maintenance","J. Keables; K. Roberson; A. von Mayrhauser","Dept. of Comput. Sci., Illinois Inst. of Technol., IL, USA; Dept. of Comput. Sci., Illinois Inst. of Technol., IL, USA; Dept. of Comput. Sci., Illinois Inst. of Technol., IL, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","335","347","","","","10.1109/ICSM.1988.10185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10185","","Data analysis;Application software;Software maintenance;Software prototyping;Prototypes;Information analysis;Personnel;Testing;Flow graphs;Computer science","program diagnostics;software engineering;software tools","software maintenance;data-flow information;representative program changes;data-flow analysis program;Ada language;program maintenance personnel","","9","","","","","","IEEE","IEEE Conferences"
"A lexical comparison program to simplify the maintenance of portable software","M. Frame","Dept. of Comput. Sci. & Inf. Syst., American Univ., Washington, DC, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","348","350","","","","10.1109/ICSM.1988.10186","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10186","","Software maintenance;Software tools;Programming profession;Computer science;Information systems;Control systems;Logic","software engineering;software portability;software tools","lexical comparison program;maintenance;portable software;substantive differences;software versions;line-by-line file-comparison program;lexical analyzer;code generation;source files","","","","","","","","IEEE","IEEE Conferences"
"Post-maintenance testing based on path change analysis","P. Benedusi; A. Cmitile; U. De Carlini","CRIAI, Portici, Italy; ; ","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","352","361","","","","10.1109/ICSM.1988.10187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10187","","Software testing;Production;Software tools;Software standards;Reverse engineering;System testing;Measurement standards;Standards development;Knowledge engineering;Programming","program testing;project support environments;software engineering","path change analysis;post-maintenance testing strategy;algebraic representation;maintenance operations;elementary algebraic operations;integrated maintenance environment","","30","","","","","","IEEE","IEEE Conferences"
"An incremental approach to unit testing during maintenance","M. Harrold; M. Souffa","Dept. of Comput. Sci., Pittsburgh Univ., PA, USA; Dept. of Comput. Sci., Pittsburgh Univ., PA, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","362","367","","","","10.1109/ICSM.1988.10188","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10188","","System testing;Software testing;Software maintenance;Software systems;Costs;Programming environments;Computer science;Life estimation;Phase estimation;Error correction","program testing;programming environments;software engineering","incremental approach;unit testing;maintenance;data-flow testing;programming environment;incremental tester","","42","","","","","","IEEE","IEEE Conferences"
"Approaches to regression testing","J. Hartmann; D. Robson","Comput. Sci., Durham Univ., UK; Comput. Sci., Durham Univ., UK","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","368","372","","","","10.1109/ICSM.1988.10189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10189","","Software testing;Computer errors;System testing;Automatic testing;Logic testing;Software maintenance;Proposals;Computer science;Software quality;Costs","program testing;software engineering;software tools","software maintenance;regression testing","","9","","","","","","IEEE","IEEE Conferences"
"A model based on software quality factors which predicts maintainability","S. Wake; S. Henry","Dept. of Comput. Sci., Virginia Tech., Blacksburg, VA, USA; Dept. of Comput. Sci., Virginia Tech., Blacksburg, VA, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","382","387","","","","10.1109/ICSM.1988.10191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191","","Predictive models;Software quality;Software systems;Software maintenance;Software measurement;Costs;Software metrics;Error correction;Computer science;Life estimation","software engineering;software reliability","software quality factors;maintainability;complexity;software metrics;code metrics;physical characteristics;tokens;structure metrics;connectivity;flow of information;flow of control;hybrid metrics","","8","","","","","","IEEE","IEEE Conferences"
"An audiovisual document for software maintenance","F. Cioch","Dept. of Comput. Sci. & Eng., Oakland Univ., Rochester, MI, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","390","395","","","","10.1109/ICSM.1988.10192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10192","","Software maintenance;Programming profession;Computer science;Software engineering;Software testing;Software performance;Software tools;Inspection;Phase detection;Prototypes","software engineering;system documentation","audiovisual document;software maintenance;videotaped walkthroughs;learn by example;sample tasks;problem domain","","1","","","","","","IEEE","IEEE Conferences"
"Applying instructional systems development to software maintenance education","R. Backus","IBM Syst. Integration Div., Gaithersburg, MD, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","396","401","","","","10.1109/ICSM.1988.10193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10193","","Software maintenance;Software design;Education courses;System testing;Computer architecture;Springs;Contracts;Global Positioning System;Personnel;Laboratories","computer science education;software engineering","instructional systems development;software maintenance education;ISD;performance objectives;classroom instruction;laboratory experience;analyze system requirements;training requirements","","","","","","","","IEEE","IEEE Conferences"
"CAMOTE-computer aided module testing and design environment","T. Dogsa; I. Rozman","Fac. of Tech., Sci., Maribo Univ., Yugoslavia; Fac. of Tech., Sci., Maribo Univ., Yugoslavia","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","404","408","","","","10.1109/ICSM.1988.10194","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194","","Automatic testing;Software testing;Databases;Automatic programming;Electrical capacitance tomography;Instruments;Computerized monitoring;Character generation;Production;Software tools","program testing;programming environments","computer aided module testing;design environment;CAMOTE;DATHD;design and test history database;failure intensity;CPU time;McCabe metrics;test effectiveness ratios;regression testing;maintenance phase;driven module code generator","","4","","","","","","IEEE","IEEE Conferences"
"A test harness for maintaining unfamiliar software","D. Newman","Texas Instrum. Inc., Colorado Springs, CO, USA","Proceedings. Conference on Software Maintenance, 1988.","","1988","","","409","416","","","","10.1109/ICSM.1988.10195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10195","","Software maintenance;Software testing;Documentation;Formal specifications;Instruments;Springs;Software tools;Software design;Programming;Concrete","program testing;software engineering;software tools","test harness;unfamiliar software;maintenance activity;database;modification;software tools","","1","","","","","","IEEE","IEEE Conferences"
"Proceedings of the 13th Conference on Local Computer Networks (IEEE Cat. No.88CH2613-8)","","","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","0_1","","","","","10.1109/LCN.1988.10196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10196","","","local area networks;protocols;standards","token ring networks;LAN;local area networks;voice communications;bridges;routers;protocols;multichannel communications;standards;distributed issues;performance;management;rings","","","","","","","","IEEE","IEEE Conferences"
"Bridges and routers on Hughes Aircraft's engineering design network","P. Ho","Hughes Aircraft Co., Culver City, CA, USA","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","4","10","","","","10.1109/LCN.1988.10198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10198","","Bridges;Aircraft propulsion;Aerospace engineering;Design engineering;Ethernet networks;Integrated circuit interconnections;Protocols;LAN interconnection;Very large scale integration;History","local area networks","Hughes Aircraft;design;implementation;management;Ethernet-based engineering design network;bridges;routers","","2","","","","","","IEEE","IEEE Conferences"
"The use of bridges in local area networks","J. Neumann","","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","11","14","","","","10.1109/LCN.1988.10199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10199","","Bridges;Intelligent networks;Local area networks;Protocols;Open systems;Postal services;Computer networks;Personal communication networks;Joining processes;Performance gain","local area networks","segmentation;bridges;local area networks;subsets;performance gains;Ethernet;StarLAN;reliability;availability;serviceability","","2","","","","","","IEEE","IEEE Conferences"
"A hierarchical interconnection of local computer networks","A. Kokubu; H. Kusumoto; S. Tomura; S. Sekiguchi","Electrotech. Lab., Ibaraki, Japan; Electrotech. Lab., Ibaraki, Japan; Electrotech. Lab., Ibaraki, Japan; Electrotech. Lab., Ibaraki, Japan","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","15","19","","","","10.1109/LCN.1988.10200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10200","","Computer networks;Laboratories;Microcomputers;LAN interconnection;Workstations;Distributed computing;Internet;Access protocols;Bridges;International trade","local area networks","hierarchical interconnection;local computer networks;optimization;distributed computing environment;Research Information Processing System center;Tsukuba Research Center;bridges;gateways;centralization;decentralization;network configuration","","1","","","","","","IEEE","IEEE Conferences"
"Building a large network at the Boeing Company","J. Yaplee; R. Denney","Boeing Comput. Services, Seattle, WA, USA; Boeing Comput. Services, Seattle, WA, USA","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","20","26","","","","10.1109/LCN.1988.10201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10201","","LAN interconnection;Bridges;Broadcasting;Local area networks;Storms;Internet;Routing;Bandwidth;Computer networks;Protocols","local area networks;protocols","Boeing Company;multiprotocol internetwork;Boeing Internet;local area networks;campus networks;routing;management strategy;administration strategy;accounting strategy","","2","","","","","","IEEE","IEEE Conferences"
"Modelling and gatewaying unslotted Aloha networks","R. Roy; A. Shah; T. Saadawi","Comput. Sci. Corp., Falls Church, VA, USA; Comput. Sci. Corp., Falls Church, VA, USA; ","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","28","35","","","","10.1109/LCN.1988.10202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10202","","Mathematical model;Throughput;Telecommunication traffic;Traffic control;Road accidents;Performance analysis;Broadcasting;Computer networks;Delay;Stability","local area networks;Markov processes","modelling;gateways;unslotted Aloha networks;continuous-time Markov chain model;single-hop network;delay;blocking probability;throughput-delay tradeoffs","","2","","","","","","IEEE","IEEE Conferences"
"Performance improvements of the IEEE 802.2 LLC type 2 protocol","E. Biersack","Inst. for Inf., Tech. Univ. of Munich, West Germany","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","36","43","","","","10.1109/LCN.1988.10203","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203","","Protocols;Bridges;LAN interconnection;Internet;Token networks;Throughput;Delay;IP networks;Spine;Gain measurement","protocols","IEEE 802.2 LLC type 2 protocol;performance;ORIG;internetwork environment;802.5 token-ring networks;acknowledgement accumulation;static threshold value","","1","","","","","","IEEE","IEEE Conferences"
"A deterministic communication protocol for distributed real-time systems","G. van Dijk; A. van der Wal","Dept. of Phys., Eindhoven Univ. of Technol., Netherlands; Dept. of Phys., Eindhoven Univ. of Technol., Netherlands","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","44","52","","","","10.1109/LCN.1988.10204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204","","Real time systems;Access protocols;Local area networks;Network topology;Bandwidth;Delay;Time division multiple access;Physical layer;Physics;Time factors","distributed processing;local area networks;protocols;real-time systems","deterministic communication protocol;distributed real-time systems;time-division multiple-access local area network;star topology;2.5 Mb/s real-time network","","2","","","","","","IEEE","IEEE Conferences"
"Protocol implementation and other performance issues for local and metropolitan area networks","D. Kornblum","Bell Commun. Res., Piscataway, NJ, USA","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","53","60","","","","10.1109/LCN.1988.10205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205","","Protocols;Metropolitan area networks;Throughput;Local area networks;Computational modeling;TCPIP;Ethernet networks;Performance analysis;Computer networks;Computer architecture","local area networks;protocols;simulation","LAN;protocol implementation;metropolitan area networks;performance issues;simulation modeling;simulation studies;Ethernet;sliding window acknowledgement mechanism","","","","","","","","IEEE","IEEE Conferences"
"Workstation fiber panel","P. Rupert","Lawrence Livermore Nat. Lab., CA, USA","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","62","63","","","","10.1109/LCN.1988.10206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10206","","Workstations;Wiring;Ducts;Bandwidth;Spine;Laboratories;Wire;Foot;Contracts;Ethernet networks","local area networks;optical fibres","phone system upgrade;Lawrence Livermore National Laboratory;nodal distribution system;twisted pair Ethernet connection;multiple fibers","","","","","","","","IEEE","IEEE Conferences"
"The evolving standard for commercial building wiring","B. Gearing","Digital Equipment Corp., Littleton, MA, USA","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","64","66","","","","10.1109/LCN.1988.10207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10207","","Wiring;Spine;Connectors;Communication standards;Optical fiber devices;Buildings;Network topology;Costs;Circuit topology;Electronics industry","building wiring;optical fibres;standards","standard;commercial building wiring;Electric Industries Association;topology;distances;media;connectors;single multimode fiber","","1","","","","","","IEEE","IEEE Conferences"
"Optical fiber to the workstation","W. Hatfield","Codenoll Technol. Corp., NY, USA","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","67","69","","","","10.1109/LCN.1988.10208","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10208","","Optical fibers;Workstations;Optical fiber LAN;Local area networks;Wiring;Ethernet networks;Spine;Costs;Bandwidth;Data communication","building wiring;local area networks;optical fibres","vertical wiring;fiber optics;local area network;horizontal wiring;star-topology fiber-optic Ethernet;bandwidth;reliability;error-free data transmission characteristics","","","","","","","","IEEE","IEEE Conferences"
"Proposed Federal Standard 1070","J. Hull","Nat. Telecommun. & Inf. Adm., US Dept. of Commerce, Boulder, CO, USA","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","70","","","","","10.1109/LCN.1988.10209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10209","","Optical fibers;Optical waveguides;US Government;Telecommunication standards;Optical attenuators;Standards development;Wiring;Standardization;Manufacturing;Attenuation","building wiring;optical fibres;standards","Federal Standard 1070;fiber-size standardization;building wiring;commercial enterprises;pFS 1070;multimode-fiber;specification;Electronic Industries Association","","","","","","","","IEEE","IEEE Conferences"
"LAN gateway designs for multicast communication","L. Hughes","Sch. of Comput. Sci., Tech. Univ. of Nova Scotia, Halifax, NS, Canada","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","82","91","","","","10.1109/LCN.1988.10211","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10211","","Local area networks;Multicast communication;Internet;Unicast;Ethernet networks;Kernel;Computer science;Costs;Application software;Bridges","local area networks","LAN gateway designs;multicast communication;explicit identification;implicit identification;hybrid gateway","","1","","","","","","IEEE","IEEE Conferences"
"Dynamic congestion control in interconnected computer networks","O. Ulusoy; M. Baray","Dept. of Comput. Eng. & Inf. Sci., Bilkent Univ., Ankara, Turkey; Dept. of Comput. Eng. & Inf. Sci., Bilkent Univ., Ankara, Turkey","Proceedings [1988] 13th Conference on Local Computer Networks","","1988","","","92","98","","","","10.1109/LCN.1988.10212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10212","","Intelligent networks;Computer networks;IP networks;Communication system traffic control;Heuristic algorithms;Internet;Degradation;Size control;Availability;Throughput","computer networks","dynamic congestion control;interconnected computer networks;algorithms;window mechanism;throughput;delay performance","","1","","","","","","IEEE","IEEE Conferences"
