"ThunderNet: Towards Real-Time Generic Object Detection on Mobile Devices","Z. Qin; Z. Li; Z. Zhang; Y. Bao; G. Yu; Y. Peng; J. Sun","National University of Defense Technology; Megvii Face++ Inc; National University of Defense Technology; Megvii Face++ Inc; Megvii Inc; National University of Defense Technology; Megvii Technology","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","6717","6726","","","","10.1109/ICCV.2019.00682","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010015","","Detectors;Real-time systems;Object detection;Head;Computer architecture;Convolutional codes;Computational efficiency","","","","","","","","","","IEEE","IEEE Conferences"
"Gated2Depth: Real-Time Dense Lidar From Gated Images","T. Gruber; F. Julca-Aguilar; M. Bijelic; F. Heide","Daimler AG; Algolux; Daimler AG; Princeton University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","1506","1516","","","","10.1109/ICCV.2019.00159","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010016","","Logic gates;Laser radar;Cameras;Estimation;Photonics;Real-time systems","","","","","","","","","","IEEE","IEEE Conferences"
"View Confusion Feature Learning for Person Re-Identification","F. Liu; L. Zhang","ChongQing University; Chongqing University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","6638","6647","","","","10.1109/ICCV.2019.00674","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010017","","Feature extraction;Cameras;Task analysis;Robustness;Training;Adaptation models;Measurement","","","","","","","","","","IEEE","IEEE Conferences"
"SENSE: A Shared Encoder Network for Scene-Flow Estimation","H. Jiang; D. Sun; V. Jampani; Z. Lv; E. Learned-Miller; J. Kautz","UMass Amherst; Google; Nvidia Research; GEORGIA TECH; University of Massachusetts. Amherst; NVIDIA","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","3194","3203","","","","10.1109/ICCV.2019.00329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010018","","Task analysis;Optical imaging;Estimation;Optical sensors;Semantics;Motion segmentation;Decoding","","","","","","","","","","IEEE","IEEE Conferences"
"POD: Practical Object Detection With Scale-Sensitive Network","J. Peng; M. Sun; Z. Zhang; T. Tan; J. Yan","Chinese Academy of Sciences; sensetime.com; Chinese Academy of Sciences. China; NLPR. China; Sensetime Group Limited","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","9606","9615","","","","10.1109/ICCV.2019.00970","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010019","","Convolution;Detectors;Object detection;Hardware;Proposals;Training;Optimization","","","","","","","","","","IEEE","IEEE Conferences"
"Dynamic Points Agglomeration for Hierarchical Point Sets Learning","J. Liu; B. Ni; C. Li; J. Yang; Q. Tian","Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Huawei Noah’s Ark Lab","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","7545","7554","","","","10.1109/ICCV.2019.00764","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010020","","Three-dimensional displays;Computer architecture;Convolution;Task analysis;Semantics;Two dimensional displays;Machine learning","","","","","","","","","","IEEE","IEEE Conferences"
"Joint Acne Image Grading and Counting via Label Distribution Learning","X. Wu; N. Wen; J. Liang; Y. Lai; D. She; M. Cheng; J. Yang","Nankai University; Beijing Tsinghua Changgung Hospital; Nankai University; Cardiff University; Nankai University; Nankai University; Nankai University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","10641","10650","","","","10.1109/ICCV.2019.01074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010021","","Lesions;Task analysis;Medical diagnostic imaging;Diseases;Skin;Training","","","","","","","","","","IEEE","IEEE Conferences"
"Deep Meta Functionals for Shape Representation","G. Littwin; L. Wolf","Tel Aviv University; Tel Aviv University. Israel","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","1824","1833","","","","10.1109/ICCV.2019.00191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010022","","Shape;Three-dimensional displays;Training;Topology;Computer architecture;Image reconstruction;Two dimensional displays","","","","","","","","","","IEEE","IEEE Conferences"
"DAGMapper: Learning to Map by Discovering Lane Topology","N. Homayounfar; J. Liang; W. Ma; J. Fan; X. Wu; R. Urtasun","University of Toronto; Uber ATG; MIT; Uber; UberATG; Uber ATG","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","2911","2920","","","","10.1109/ICCV.2019.00300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010023","","Topology;Roads;Laser radar;Network topology;Feature extraction;Buildings","","","","","","","","","","IEEE","IEEE Conferences"
"TensorMask: A Foundation for Dense Object Segmentation","X. Chen; R. Girshick; K. He; P. Dollar","Facebook AI Research; FAIR; Facebook AI Research; FAIR","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","2061","2069","","","","10.1109/ICCV.2019.00215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010024","","Tensile stress;Task analysis;Windows;Shape;Proposals;Two dimensional displays;Image segmentation","","","","","","","","","","IEEE","IEEE Conferences"
"Aggregation via Separation: Boosting Facial Landmark Detector With Semi-Supervised Style Translation","S. Qian; K. Sun; W. Wu; C. Qian; J. Jia","Chinese University of Hong Kong; Tsinghua University; Tsinghua University. SenseTime Research; SenseTime; Chinese University of Hong Kong","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","10152","10162","","","","10.1109/ICCV.2019.01025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010025","","Face;Detectors;Training;Geometry;Visualization;Lighting;Image reconstruction","","","","","","","","","","IEEE","IEEE Conferences"
"Adaptative Inference Cost With Convolutional Neural Mixture Models","A. Ruiz; J. Verbeek","Inria. LJK; INRIA","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","1872","1881","","","","10.1109/ICCV.2019.00196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010026","","Training;Computational modeling;Mixture models;Computational efficiency;Task analysis;Computer vision;Convolutional neural networks","","","","","","","","","","IEEE","IEEE Conferences"
"Foreground-Aware Pyramid Reconstruction for Alignment-Free Occluded Person Re-Identification","H. Lingxiao; Y. Wang; W. Liu; H. Zhao; Z. Sun; J. Feng","casia; JD AI Research; AI Research of JD.com; JD AI Research; Chinese of Academy of Sciences; NUS","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","8449","8458","","","","10.1109/ICCV.2019.00854","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010027","","Image reconstruction;Feature extraction;Computational modeling;Generators;Probes;Cameras;Convolution","","","","","","","","","","IEEE","IEEE Conferences"
"Fully Convolutional Pixel Adaptive Image Denoiser","S. Cha; T. Moon","Sungkyunkwan University; Sungkyunkwan University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","4159","4168","","","","10.1109/ICCV.2019.00426","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010028","","Noise measurement;Training;Noise reduction;Adaptation models;Image denoising;Training data;Robustness","","","","","","","","","","IEEE","IEEE Conferences"
"Mono-SF: Multi-View Geometry Meets Single-View Depth for Monocular Scene Flow Estimation of Dynamic Traffic Scenes","F. Brickwedde; S. Abraham; R. Mester","Robert Bosch GmbH; Robert Bosch GmbH; NTNU Trondheim","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","2780","2790","","","","10.1109/ICCV.2019.00287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010029","","Three-dimensional displays;Estimation;Probabilistic logic;Geometry;Uncertainty;Cameras;Task analysis","","","","","","","","","","IEEE","IEEE Conferences"
"TRB: A Novel Triplet Representation for Understanding 2D Human Body","H. Duan; K. Lin; S. Jin; W. Liu; C. Qian; W. Ouyang","Peking University; Peking university; Tsinghua University; Sensetime; SenseTime; The University of Sydney","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","9478","9487","","","","10.1109/ICCV.2019.00957","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010030","","Skeleton;Shape;Two dimensional displays;Estimation;Task analysis;Message passing;Convolution","","","","","","","","","","IEEE","IEEE Conferences"
"FrameNet: Learning Local Canonical Frames of 3D Surfaces From a Single RGB Image","J. Huang; Y. Zhou; T. Funkhouser; L. Guibas","Stanford University; UC Berkeley; Princeton University; Stanford University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","8637","8646","","","","10.1109/ICCV.2019.00873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010031","","Three-dimensional displays;Estimation;Geometry;Task analysis;Augmented reality;Two dimensional displays;Robustness","","","","1","","","","","","IEEE","IEEE Conferences"
"Very Long Natural Scenery Image Prediction by Outpainting","Z. Yang; J. Dong; P. Liu; Y. Yang; S. Yan","UTS; Qihoo/360; Qihoo/360; UTS; UTS; Qihoo/360","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","10560","10569","","","","10.1109/ICCV.2019.01066","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010032","","Decoding;Semantics;Generators;Computer architecture;Gallium nitride;Generative adversarial networks;Painting","","","","","","","","","","IEEE","IEEE Conferences"
"Tracking Without Bells and Whistles","P. Bergmann; T. Meinhardt; L. Leal-Taixé","Technical University of Munich; TUM; TUM","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","941","951","","","","10.1109/ICCV.2019.00103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010033","","Detectors;Trajectory;Target tracking;Object detection;Task analysis;Proposals","","","","2","","","","","","IEEE","IEEE Conferences"
"Not All Parts Are Created Equal: 3D Pose Estimation by Modeling Bi-Directional Dependencies of Body Parts","J. Wang; S. Huang; X. Wang; D. Tao","University of Technology Sydney; University of Sydney; Stevens Institute of Technology; University of Sydney","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","7770","7779","","","","10.1109/ICCV.2019.00786","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010034","","Three-dimensional displays;Two dimensional displays;Pose estimation;Torso;Solid modeling;Bidirectional control;Joints","","","","","","","","","","IEEE","IEEE Conferences"
"Universal Perturbation Attack Against Image Retrieval","J. Li; R. Ji; H. Liu; X. Hong; Y. Gao; Q. Tian","Xiamen University; Xiamen University. China; Xiamen University; Xi'an Jiaotong University; Tsinghua University; Huawei Noah’s Ark Lab","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","4898","4907","","","","10.1109/ICCV.2019.00500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010035","","Perturbation methods;Image retrieval;Computational modeling;Computer vision;Measurement;Search engines;Pipelines","","","","1","","","","","","IEEE","IEEE Conferences"
"Fingerspelling Recognition in the Wild With Iterative Visual Attention","B. Shi; A. M. D. Rio; J. Keane; D. Brentari; G. Shakhnarovich; K. Livescu","Toyota Technological Institute at Chicago; University of Chicago; University of Chicago; University of Chicago; TTI-Chicago; TTI-Chicago","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","5399","5408","","","","10.1109/ICCV.2019.00550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010036","","Gesture recognition;Assistive technology;Visualization;Task analysis;Videos;Image recognition;Hidden Markov models","","","","","","","","","","IEEE","IEEE Conferences"
"Learning to Discover Novel Visual Categories via Deep Transfer Clustering","K. Han; A. Vedaldi; A. Zisserman","University of Oxford; Oxford University; University of Oxford","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","8400","8408","","","","10.1109/ICCV.2019.00849","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010037","","Cats;Clustering algorithms;Data models;Visualization;Semisupervised learning;Task analysis;Dogs","","","","","","","","","","IEEE","IEEE Conferences"
"Deep Reinforcement Active Learning for Human-in-the-Loop Person Re-Identification","Z. Liu; J. Wang; S. Gong; D. Tao; H. Lu","Dalian University of Technology; University of Sydney; Queen Mary University of London; University of Sydney; Dalian University of Technology","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","6121","6130","","","","10.1109/ICCV.2019.00622","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010038","","Learning (artificial intelligence);Cameras;Training;Task analysis;Data models;Machine learning;Computational modeling","","","","1","","","","","","IEEE","IEEE Conferences"
"Understanding Deep Networks via Extremal Perturbations and Smooth Masks","R. Fong; M. Patrick; A. Vedaldi","University of Oxford; University of Oxford; Oxford University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","2950","2958","","","","10.1109/ICCV.2019.00304","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010039","","Perturbation methods;Visualization;Biological neural networks;Computational modeling;Backpropagation;Optimization;Computer vision","","","","","","","","","","IEEE","IEEE Conferences"
"CapsuleVOS: Semi-Supervised Video Object Segmentation Using Capsule Routing","K. Duarte; Y. Rawat; M. Shah","University of Central Florida; University of Central Florida; University of Central Florida","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","8479","8488","","","","10.1109/ICCV.2019.00857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010040","","Object segmentation;Routing;Task analysis;Memory modules;Motion segmentation;Optical imaging;Computer architecture","","","","","","","","","","IEEE","IEEE Conferences"
"MetaPruning: Meta Learning for Automatic Neural Network Channel Pruning","Z. Liu; H. Mu; X. Zhang; Z. Guo; X. Yang; K. Cheng; J. Sun","HKUST; Tsinghua University; Megvii Technology; Megvii Inc; Huazhong University of Science and Technology; Hong Kong University of Science and Technology; Megvii Technology","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","3295","3304","","","","10.1109/ICCV.2019.00339","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010041","","Encoding;Training;Neural networks;Tuning;Computer architecture;Learning (artificial intelligence);Task analysis","","","","2","","","","","","IEEE","IEEE Conferences"
"Dual Adversarial Inference for Text-to-Image Synthesis","Q. Lao; M. Havaei; A. Pesaranghader; F. Dutil; L. D. Jorio; T. Fevens","Concordia University; Imagia; Dalhousie University; Imagia; Imagia Cybernetics Inc; Concordia University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","7566","7575","","","","10.1109/ICCV.2019.00766","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010042","","Generators;Gallium nitride;Image resolution;Inference mechanisms;Image generation;Image color analysis;Task analysis","","","","","","","","","","IEEE","IEEE Conferences"
"Improved Techniques for Training Adaptive Deep Networks","H. Li; H. Zhang; X. Qi; Y. Ruigang; G. Huang","Tsinghua University; Baidu Inc.; University of Oxford; Baidu; Tsinghua","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","1891","1900","","","","10.1109/ICCV.2019.00198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010043","","Adaptive systems;Adaptation models;Training;Computational modeling;Collaboration;Computer architecture;Knowledge transfer","","","","","","","","","","IEEE","IEEE Conferences"
"lambda-Net: Reconstruct Hyperspectral Images From a Snapshot Measurement","X. Miao; X. Yuan; Y. Pu; V. Athitsos","The University of Texas at Arlington; Bell Labs; facebook; University of Texas at Arlington","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","4058","4068","","","","10.1109/ICCV.2019.00416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010044","","Image reconstruction;Hyperspectral imaging;Imaging;Gallium nitride;Task analysis;Three-dimensional displays","","","","1","","","","","","IEEE","IEEE Conferences"
"Clustered Object Detection in Aerial Images","F. Yang; H. Fan; P. Chu; E. Blasch; H. Ling","Temple University; Temple University; Temple University; air force research lab; Temple University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","8310","8319","","","","10.1109/ICCV.2019.00840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010045","","Detectors;Proposals;Object detection;Merging;Feature extraction;Estimation;Image resolution","","","","1","","","","","","IEEE","IEEE Conferences"
"Convex Relaxations for Consensus and Non-Minimal Problems in 3D Vision","T. Probst; D. P. Paudel; A. Chhatkuli; L. Van Gool","ETH Zurich; ETH Zürich; ETH Zurich; ETH Zurich","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","10232","10241","","","","10.1109/ICCV.2019.01033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010046","","Three-dimensional displays;Symmetric matrices;Optimization;Cameras;Minimization;Computer vision;Estimation","","","","","","","","","","IEEE","IEEE Conferences"
"Learning With Average Precision: Training Image Retrieval With a Listwise Loss","J. Revaud; J. Almazan; R. Rezende; C. D. Souza","Naver Labs Europe; V7 Labs; Naver Labs; NAVER LABS Europe","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","5106","5115","","","","10.1109/ICCV.2019.00521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010047","","Training;Image retrieval;Measurement;Task analysis;Histograms;Optimization","","","","","","","","","","IEEE","IEEE Conferences"
"Bayes-Factor-VAE: Hierarchical Bayesian Deep Auto-Encoder Models for Factor Disentanglement","M. Kim; Y. Wang; P. Sahu; V. Pavlovic","Samsung AI Center; Rutgers University; Rutgers University; Rutgers University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","2979","2987","","","","10.1109/ICCV.2019.00307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010048","","Bayes methods;Computational modeling;Data models;Lighting;Mathematical model;Task analysis;Maximum likelihood estimation","","","","","","","","","","IEEE","IEEE Conferences"
"GSLAM: A General SLAM Framework and Benchmark","Y. Zhao; S. Xu; S. Bu; H. Jiang; P. Han","Northwestern Polytechnical University; Institute of Automation. Chinese Academy of Sciences; Northwestern Polytechnical University; Northwestern Polytechnical University; Northwestern Polytechnical University","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","1110","1120","","","","10.1109/ICCV.2019.00120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010050","","Simultaneous localization and mapping;Benchmark testing;Visualization;Machine learning;Transforms","","","","","","","","","","IEEE","IEEE Conferences"
"Weakly Supervised Energy-Based Learning for Action Segmentation","J. Li; P. Lei; S. Todorovic","Oregon State University; Amazon.com Services. Inc.; Oregon State U","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","6242","6250","","","","10.1109/ICCV.2019.00634","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010051","","Training;Hidden Markov models;Viterbi algorithm;Labeling;Color;Buildings;Logic gates","","","","","","","","","","IEEE","IEEE Conferences"
"Unsupervised Video Interpolation Using Cycle Consistency","F. Reda; D. Sun; A. Dundar; M. Shoeybi; G. Liu; K. Shih; A. Tao; J. Kautz; B. Catanzaro","NVIDIA; Google; NVIDIA; NVIDIA; NVIDIA; NVIDIA; NVIDIA; NVIDIA; NVIDIA","2019 IEEE/CVF International Conference on Computer Vision (ICCV)","","2019","","","892","900","","","","10.1109/ICCV.2019.00098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9010052","","Interpolation;Streaming media;Mathematical model;Adaptation models;Predictive models;Training;Training data","","","","","","","","","","IEEE","IEEE Conferences"
